name,rank,brewery,style,n_ratings,avg_rating,beer_info_page,abv,BA_official_score,ranking_vs_all,rating_deviation,location,status,last_rated,date_added,n_wants,n_gots,country,state,style_family,substyle,notes
Glycerin - Pink Guava + Red Currant,14,Hudson Valley Brewery,Sour - Fruited Kettle Sour,20,4.49,/beer/profile/44599/366232/,8.0,95.0,1412,6.24,New York,Active,"Jan 12, 2022",2018-08-24,0,1,USA,New York,Sour,Fruited Kettle Sour,"Double fruit sour DIPA with raw wheat, malted oat, milk sugar, pink guava and red currants. Hopped with Mosaic"
Medusa - Dragon Fruit And Passion Fruit,15,Mortalis Brewing Co.,Sour - Fruited Kettle Sour,26,4.45,/beer/profile/52338/371059/,4.0,95.0,1351,5.62,New York,Active,"Jan 29, 2022",2018-09-19,7,3,USA,New York,Sour,Fruited Kettle Sour,Passion Fruit / Dragon Fruit Smoothie Berliner Sour
Daily Serving - Blackberry & Raspberry,16,Trillium Brewing Company,Sour - Fruited Kettle Sour,13,4.54,/beer/profile/30654/524786/,4.5,95.0,1905,4.41,Massachusetts,Active,"Feb 23, 2021",2020-12-21,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,"Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.  Brewed with blackberry and raspberry, the bramble entry to the Daily Serving series pours a glass-coating, deep burgundy color. As soon as the can is cracked, aromas of mixed berry gummies, raspberry preserves, and lively blackberry highlights leave us salivating. Pillowy soft, medium-bodied, and well-balanced, Daily Serving: Blackberry & Raspberry finishes jammy and slightly tart."
Twice The Daily Serving: Blackberry & Pomegranate,17,Trillium Brewing Company,Sour - Fruited Kettle Sour,12,4.54,/beer/profile/30654/478120/,7.0,94.0,2097,6.17,Massachusetts,Active,"Dec 29, 2020",2020-04-09,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,"Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that a base recipe similar to the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.  For Twice the Daily Serving, we've amplified the mouthfeel, fruit addition, and ABV to achieve our most expressive and luscious fruit beer to date. The first fruit combination to receive this intensified treatment is blackberry and pomegranate. Pouring an opaque, deep plum color, the aroma is packed with profound fruit character. Ripe blackberry, boysenberry jam, and vivid pomegranate are present on both the nose and the palate. Twice the Daily Serving: Blackberry & Pomegranate offers a remarkably soft and full-bodied approach, with a welcomed sweet finish."
Ultrasphere,18,Hudson Valley Brewery,Sour - Fruited Kettle Sour,59,4.38,/beer/profile/44599/298370/,6.0,96.0,1163,7.08,New York,Active,"May 15, 2022",2017-08-22,3,3,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA w/ milk sugar, raspberries & vanilla beans, hopped w/ Citra, Simcoe & Mosaic powder."
Silhouette - Peach,19,Hudson Valley Brewery,Sour - Fruited Kettle Sour,72,4.37,/beer/profile/44599/307117/,5.0,96.0,1131,5.49,New York,Active,"May 13, 2022",2017-10-14,7,4,USA,New York,Sour,Fruited Kettle Sour,"Brunch-Style Sour IPA with peaches, and Mosaic & Citra hops."
Eveningland,20,Hudson Valley Brewery,Sour - Fruited Kettle Sour,16,4.48,/beer/profile/44599/345516/,8.0,95.0,1948,4.69,New York,Active,"Dec 13, 2021",2018-05-16,0,3,USA,New York,Sour,Fruited Kettle Sour,Double blackberry sour DIPA with milk sugar and Galaxy hops.
Subglitch,21,Hudson Valley Brewery,Sour - Fruited Kettle Sour,42,4.39,/beer/profile/44599/311108/,6.0,95.0,1348,8.43,New York,Active,"Jul 26, 2021",2017-11-07,5,4,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar, local wildflower honey & grapefruit, hopped with Motueka."
Syzygy,22,Hudson Valley Brewery,Sour - Fruited Kettle Sour,35,4.4,/beer/profile/44599/341959/,8.0,95.0,1441,5.0,New York,Active,"Apr 06, 2022",2018-04-29,2,2,USA,New York,Sour,Fruited Kettle Sour,"Sour DIPA with raw wheat, malted oat, milk sugar, blackberries, hibiscus flowers & vanilla bean; hopped w/ Azacca."
Glycerin - Blackberry + Peach,23,Hudson Valley Brewery,Sour - Fruited Kettle Sour,26,4.42,/beer/profile/44599/395847/,8.0,95.0,1643,5.88,New York,Active,"Mar 13, 2022",2019-02-01,1,2,USA,New York,Sour,Fruited Kettle Sour,"Double fruit sour double IPA with raw wheat, malted oat, milk sugar, blackberry and peach purée and hopped with Mosaic."
Daily Serving - Tropical Punch,24,Trillium Brewing Company,Sour - Fruited Kettle Sour,39,4.39,/beer/profile/30654/488062/,3.8,95.0,1428,6.38,Massachusetts,Active,"May 22, 2022",2020-06-05,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,"Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.  As we prepare for the Summer months ahead, it's time to explore a tropical take on Daily Serving. Brewed with Guava, Passion Fruit, Mango, Pineapple, Lime, and Lemon, Daily Serving: Tropical Punch takes the palate for a beachside journey. Pouring a sunny, light orange color, the aroma offers mouth-watering fruit cocktail notes of sweet mango, overripe pineapple, and guava fruit leather. On the palate, a balancing lemon-lime citrus character makes an appearance. Medium-bodied, with a refreshing tartness and balancing sweet profile, Daily Serving: Tropical Punch is an ideal warm-weather staple for the fridge.  MALT: American 2-row Barley, Flaked Wheat, White Wheat, Acidulated Malt HOPS: CTZ ADDITIONAL INGREDIENTS: Guava, Passion Fruit, Mango, Pineapple, Lime, Lemon"
"Twice the Daily Serving: Black Currant, Blackberry, Boysenberry",25,Trillium Brewing Company,Sour - Fruited Kettle Sour,12,4.51,/beer/profile/30654/509575/,7.0,94.0,2423,5.54,Massachusetts,Active,"May 28, 2021",2020-09-26,0,2,USA,Massachusetts,Sour,Fruited Kettle Sour,None
Holocene,26,Hudson Valley Brewery,Sour - Fruited Kettle Sour,34,4.39,/beer/profile/44599/354675/,6.0,95.0,1585,7.06,New York,Active,"Feb 06, 2022",2018-06-27,2,1,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar, mango purée and vanilla bean and hopped with Mosaic and Azacca."
Amulet Sour IPA,27,Hudson Valley Brewery,Sour - Fruited Kettle Sour,72,4.35,/beer/profile/44599/260785/,7.0,95.0,1343,8.28,New York,Active,"Apr 17, 2022",2016-12-22,4,4,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar, blueberries and hibiscus flower and hopped with Mosaic and Citra."
"Braaaaaaaains - Blackberry, Plum & Raspberry",28,Drekker Brewing Company,Sour - Fruited Kettle Sour,11,4.51,/beer/profile/37051/517638/,7.2,94.0,2694,6.43,North Dakota,Active,"Apr 12, 2021",2020-11-11,1,0,USA,North Dakota,Sour,Fruited Kettle Sour,"We loaded this one up with blackberry, plum, and raspberry, which pairs perfectly with the sea salt, lactose, and vanilla beans for a ridiculously delicious jammy berry flavor that just doesn’t quit!"
Daily Serving - Mango & Passion Fruit,29,Trillium Brewing Company,Sour - Fruited Kettle Sour,31,4.38,/beer/profile/30654/468748/,4.0,95.0,1828,7.08,Massachusetts,Active,"Jan 26, 2022",2020-02-22,1,3,USA,Massachusetts,Sour,Fruited Kettle Sour,"Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that a base recipe similar to the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.  With a hefty addition of mango and passionfruit, the third entry to our Daily Serving series takes a refreshingly tropical approach. Deep orange in color, with a heavy, glowing haze, mango smoothie is the first thing that comes to mind when the can is cracked. Waves of passion fruit juice, orange creamsicle, and apricot all make an appearance on the palate. Medium-bodied, lightly sweet, and incredibly soft, Daily Serving: Mango & Passion Fruit is a vivid drinking experience throughout the entire glass."
J.R.E.A.M. - Triple Berry Cherry,30,Burley Oak Brewing Co.,Sour - Fruited Kettle Sour,11,4.5,/beer/profile/26749/370700/,9.0,94.0,2804,3.78,Maryland,Active,"Jul 21, 2020",2018-09-16,2,2,USA,Maryland,Sour,Fruited Kettle Sour,None
Cerberus - Berries And Cream,31,Mortalis Brewing Co.,Sour - Fruited Kettle Sour,19,4.42,/beer/profile/52338/392602/,5.0,94.0,2220,5.88,New York,Active,"May 15, 2022",2019-01-13,2,1,USA,New York,Sour,Fruited Kettle Sour,"This Sour blends together the ripe raspberry, blueberry, and blackberry flavors with creamy milk sugar, and marshmallows to create berries and cream in a glass. May our favorite 3-headed hound always stand watch over the underworld!"
Bloom,32,Hudson Valley Brewery,Sour - Fruited Kettle Sour,50,4.35,/beer/profile/44599/335665/,8.0,95.0,1620,8.28,New York,Active,"Dec 05, 2021",2018-03-29,5,5,USA,New York,Sour,Fruited Kettle Sour,"Sour DIPA with raw wheat, malted oat, milk sugar, cherries, dark chocolate and chamomile and hopped with Citra and Simcoe powder."
Athena Paradiso - Passion Fruit And Guava,33,Creature Comforts,Sour - Fruited Kettle Sour,94,4.33,/beer/profile/34456/190514/,4.5,95.0,1416,6.93,Georgia,Active,"Jun 13, 2021",2015-09-13,19,14,USA,Georgia,Sour,Fruited Kettle Sour,None
Bianca Guava Mango Lassi Gose,34,Trillium Brewing Company,Sour - Fruited Kettle Sour,10,4.5,/beer/profile/30654/543471/,6.0,93.0,3130,3.33,Massachusetts,Active,"Aug 18, 2021",2021-04-11,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,"For our Freaky Friday take on an Omnipollo Lassi, Henok was kind enough to let us create our own new flavor! We selected epic amounts of mango and guava, pairing that dynamic fruit combination with vanilla and milk sugar to create a truly special treat of a beer.  Bianca Guava Mango Lassi Gose presents a thick, hazy and glowing orange marmalade color. The aroma is reminiscent of a rich, tropical smoothie, offering decadent notes of ripe mango, bright guava nectar, and creamy vanilla. True to its inspiration, Bianca displays a lush mouthfeel and drinks moderately sweet, with refreshing, light acidity. A thoroughly indulgent offering!  The inspiration of this beer is: https://www.beeradvocate.com/beer/profile/25314/163550/"
"Athena Paradiso - Tart Cherry, Raspberry, Cranberry",35,Creature Comforts,Sour - Fruited Kettle Sour,117,4.32,/beer/profile/34456/211869/,4.5,95.0,1436,6.71,Georgia,Active,"Jun 02, 2022",2016-01-25,30,24,USA,Georgia,Sour,Fruited Kettle Sour,None
Chonk Sundae Sour (Mango and Marshmallow),36,Drekker Brewing Company,Sour - Fruited Kettle Sour,22,4.39,/beer/profile/37051/473153/,7.2,94.0,2278,6.61,North Dakota,Active,"Mar 28, 2022",2020-03-13,1,1,USA,North Dakota,Sour,Fruited Kettle Sour,None
Multichorus,37,Hudson Valley Brewery,Sour - Fruited Kettle Sour,40,4.35,/beer/profile/44599/311109/,6.0,95.0,1862,8.97,New York,Active,"Mar 06, 2022",2017-11-07,3,6,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar, white chocolate, vanilla & cardamom, hopped with Citra powder."
Slushy - Mango Passionfruit,38,450 North Brewing Company,Sour - Fruited Kettle Sour,10,4.49,/beer/profile/35021/395693/,4.5,93.0,3257,5.12,Indiana,Active,"Jul 13, 2020",2019-01-31,5,2,USA,Indiana,Sour,Fruited Kettle Sour,Smoothie-style Berliner Weisse with mango and passionfruit.
"Daily Serving - Blood Orange, Mango, & Pineapple",39,Trillium Brewing Company,Sour - Fruited Kettle Sour,10,4.49,/beer/profile/30654/516588/,4.4,93.0,3258,4.9,Massachusetts,Active,"Mar 31, 2021",2020-11-04,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,None
"Hydra - Passion Fruit, Mango And Peach",40,Mortalis Brewing Co.,Sour - Fruited Kettle Sour,12,4.45,/beer/profile/52338/392590/,7.5,93.0,3104,6.74,New York,Active,"Apr 16, 2022",2019-01-12,1,0,USA,New York,Sour,Fruited Kettle Sour,None
Order of Magnitude,41,Edmund's Oast Brewing Company,Sour - Fruited Kettle Sour,21,4.38,/beer/profile/52742/414363/,7.5,94.0,2522,7.99,South Carolina,Active,"Dec 28, 2021",2019-05-03,3,0,USA,South Carolina,Sour,Fruited Kettle Sour,"Imperial Sour ale brewed with lactose and sea salt, with passionfruit, mango, and guava added. Collaboration with Ferus Artisan Ales."
Slang Du Jour - Raspberry Coconut Crumble,42,Drekker Brewing Company,Sour - Fruited Kettle Sour,11,4.46,/beer/profile/37051/560073/,7.3,93.0,3292,7.62,North Dakota,Active,"Jan 05, 2022",2021-07-20,1,1,USA,North Dakota,Sour,Fruited Kettle Sour,None
Never Never Calm Calm,43,The Veil Brewing Co.,Sour - Fruited Kettle Sour,23,4.37,/beer/profile/41018/374582/,5.1,94.0,2470,4.58,Virginia,Active,"Jul 04, 2021",2018-10-08,1,1,USA,Virginia,Sour,Fruited Kettle Sour,Double-fruited gose with a 2x dose of pineapple and passionfruit.
Cuddlebug,44,Smog City Brewing,Sour - Fruited Kettle Sour,175,4.3,/beer/profile/27922/171564/,4.5,95.0,1543,7.21,California,Active,"Sep 29, 2021",2015-05-10,56,39,USA,California,Sour,Fruited Kettle Sour,Sour Ale made with Peaches and Apricots.
Graven Image,45,Hudson Valley Brewery,Sour - Fruited Kettle Sour,54,4.32,/beer/profile/44599/315867/,8.0,95.0,1931,6.02,New York,Active,"Feb 17, 2022",2017-12-07,5,5,USA,New York,Sour,Fruited Kettle Sour,"Graven Image is a sour DIPA with raw wheat, malted oat, milk sugar, jasmine green tea and lime and hopped with Motueka."
Snugglebug,46,Smog City Brewing,Sour - Fruited Kettle Sour,73,4.31,/beer/profile/27922/213053/,4.5,95.0,1831,7.19,California,Active,"Apr 30, 2022",2016-02-02,11,19,USA,California,Sour,Fruited Kettle Sour,Soured blonde with raspberries and boysenberries.
Double Blueberry Shake,47,Great Notion Brewing,Sour - Fruited Kettle Sour,16,4.39,/beer/profile/41869/510641/,9.0,93.0,3046,4.56,Oregon,Active,"Jan 26, 2022",2020-10-02,0,0,USA,Oregon,Sour,Fruited Kettle Sour,Double Blueberry Shake is a fruited sour saturated with blueberry puree and finished with vanilla. *contains no lactose
Holy Icon,48,Hudson Valley Brewery,Sour - Fruited Kettle Sour,44,4.32,/beer/profile/44599/315730/,8.0,94.0,2130,5.79,New York,Active,"Mar 17, 2022",2017-12-06,4,4,USA,New York,Sour,Fruited Kettle Sour,"Holy Icon is a sour DIPA with raw wheat, malted oat, milk sugar, passionfruit and vanilla beans, hopped with Mosaic and El Dorado."
Dragon Fandango,49,Toppling Goliath Brewing Company,Sour - Fruited Kettle Sour,171,4.29,/beer/profile/23222/297086/,4.2,95.0,1687,7.23,Iowa,Active,"May 07, 2022",2017-08-16,8,15,USA,Iowa,Sour,Fruited Kettle Sour,"Join the dragon in a dance to celebrate this unique kettle sour, blended with dragon fruit, mango and passion fruit puree. Raise a glass, dance the fandango and celebrate the magic of these tropical fruits."
Boo Berry Muffin,50,Great Notion Brewing,Sour - Fruited Kettle Sour,34,4.33,/beer/profile/41869/308947/,5.5,94.0,2336,5.08,Oregon,Active,"Oct 25, 2021",2017-10-25,5,3,USA,Oregon,Sour,Fruited Kettle Sour,"Don't be scurrred! Boo Berry Muffin is special, scary version of our Blueberry Muffin ale with Boo Berry cereal added into the mash!"
Blender - Boysenberry,51,New Park Brewing,Sour - Fruited Kettle Sour,14,4.4,/beer/profile/47872/323027/,5.0,93.0,3308,7.05,Connecticut,Active,"Sep 15, 2020",2018-01-20,0,4,USA,Connecticut,Sour,Fruited Kettle Sour,Blender Boysenberry is a Berliner Weisse hopped with Mosaic and conditioned on massive amounts of boysenberries. Intense flavors of mixed berry cobbler with a tart yogurt complexity. A pleasing wheat finish awaits.
Blender - Apricot,52,New Park Brewing,Sour - Fruited Kettle Sour,14,4.39,/beer/profile/47872/306923/,5.0,93.0,3461,7.74,Connecticut,Active,"Aug 30, 2020",2017-10-13,0,2,USA,Connecticut,Sour,Fruited Kettle Sour,None
"Braaaaaaaains - Strawberry, Blueberry & Banana",53,Drekker Brewing Company,Sour - Fruited Kettle Sour,14,4.39,/beer/profile/37051/561291/,7.8,93.0,3460,6.83,North Dakota,Active,"Mar 13, 2022",2021-07-29,1,1,USA,North Dakota,Sour,Fruited Kettle Sour,"This Double Fruit Smoothie Sour is stuffed with Blueberry, Strawberry, and Banana and then we splooshed it with our double secret smoothie treatment of sea salt, lactose, and vanilla beans."
Coastal Sunrise V1,54,Humble Forager Brewery,Sour - Fruited Kettle Sour,11,4.42,/beer/profile/58881/512753/,6.0,93.0,3862,6.33,Wisconsin,Active,"Feb 17, 2022",2020-10-13,0,1,USA,Wisconsin,Sour,Fruited Kettle Sour,"Blueberry, Maple Syrup, Vanilla, Cinnamon  This fruited breakfast pastry sour uses Oregon grown blueberries, Wisconsin maple syrup, Mexican cinnamon and PNG vanilla beans. Enjoy the flavor and texture combination of campfire blueberry pancakes and a toasted marshmallow berry smoothie."
Coastal Sunshine V2,55,Humble Forager Brewery,Sour - Fruited Kettle Sour,15,4.38,/beer/profile/58881/492875/,6.0,93.0,3399,9.59,Wisconsin,Active,"Jun 25, 2021",2020-07-02,1,1,USA,Wisconsin,Sour,Fruited Kettle Sour,"Dragon Fruit, Passion Fruit, Mango  Coastal Sunshine is soured with Forager Brewery's Lactobacillus blend before conditioning on vibrant pink dragon fruit, aromatic passion fruit and drippy mango. Crush this fruited sour out on the open water while the waves kiss your board. (Vegan)"
Horizon Loop,56,Hudson Valley Brewery,Sour - Fruited Kettle Sour,27,4.33,/beer/profile/44599/341912/,8.0,94.0,2731,5.54,New York,Active,"Jan 03, 2021",2018-04-29,1,0,USA,New York,Sour,Fruited Kettle Sour,"Sour DIPA with raw wheat, malted oat, milk sugar, apricots an lemon myrtle; hopped with Simcoe powder."
Cowabunga,57,The Brewing Projekt,Sour - Fruited Kettle Sour,12,4.4,/beer/profile/42318/485313/,4.6,93.0,3833,5.23,Wisconsin,Active,"Aug 29, 2021",2020-05-21,0,1,USA,Wisconsin,Sour,Fruited Kettle Sour,"Gose style ale with pineapple, sea salt, and a tea blend of hibiscus, black currant, apple, blueberry, orange, and mango."
Strawberry Shortcake Fandango,58,Toppling Goliath Brewing Company,Sour - Fruited Kettle Sour,19,4.35,/beer/profile/23222/455696/,5.8,93.0,3192,6.21,Iowa,Active,"May 13, 2022",2019-12-23,0,1,USA,Iowa,Sour,Fruited Kettle Sour,"Imagine aromas of fresh cut strawberries and fluffy vanilla cake, all topped with whipped cream frosting. This juicy treat offers the perfect combination of sweet and tart."
Triple Seesaw: Blackberry Boysenberry,59,Trillium Brewing Company,Sour - Fruited Kettle Sour,12,4.39,/beer/profile/30654/435157/,5.0,93.0,3998,6.38,Massachusetts,Active,"Jun 12, 2021",2019-08-19,0,0,USA,Massachusetts,Sour,Fruited Kettle Sour,"We're excited to offer the latest addition to our Seesaw Series! This time around, we've added a triple dose of blackberry and boysenberry to our lively gose.  This rendition of Triple Seesaw presents a deep ruby color and boasts aromas of sweet berry preserves, red grape, and blackcurrant. The mouthfeel is plush, with a slight acidity that allows for a fresh finish."
Bistro Grande - Mango Banana Pineapple Smoothie,60,Energy City Brewing,Sour - Fruited Kettle Sour,19,4.34,/beer/profile/50920/490233/,8.2,93.0,3368,5.99,Illinois,Active,"Apr 25, 2022",2020-06-19,0,0,USA,Illinois,Sour,Fruited Kettle Sour,"Berliner-style weisse beer with mango, banana and pineapple added after fermentation."
Slushy XL - Pink Guava Peach,61,450 North Brewing Company,Sour - Fruited Kettle Sour,10,4.41,/beer/profile/35021/377207/,8.0,92.0,4424,2.95,Indiana,Active,"May 20, 2021",2018-10-22,4,1,USA,Indiana,Sour,Fruited Kettle Sour,"Our imperial slushy version with over 1,000 lbs of pink guava and peach!"
Silhouette - Apple Cider Donut,62,Hudson Valley Brewery,Sour - Fruited Kettle Sour,21,4.33,/beer/profile/44599/374886/,5.0,93.0,3271,4.85,New York,Active,"Jan 11, 2022",2018-10-10,0,1,USA,New York,Sour,Fruited Kettle Sour,"Brunch-style sour IPA with raw wheat, malted oat, apple purée and cinnamon and hopped with Citra and Azacca."
Rainbow Sherbet,63,Angry Chair Brewing,Sour - Fruited Kettle Sour,47,4.29,/beer/profile/32409/269219/,5.0,94.0,2551,6.29,Florida,Active,"Aug 30, 2021",2017-02-20,2,4,USA,Florida,Sour,Fruited Kettle Sour,"Berliner Weisse with Pineapple, Raspberry, and Citrus Zest."
Key Sublime,64,Barrel Theory Beer Company,Sour - Fruited Kettle Sour,45,4.29,/beer/profile/49534/287919/,4.0,94.0,2601,5.59,Minnesota,Active,"Sep 25, 2020",2017-06-22,2,0,USA,Minnesota,Sour,Fruited Kettle Sour,None
"Braaaaaaaains - Pineapple, Guava, Passion Fruit",65,Drekker Brewing Company,Sour - Fruited Kettle Sour,12,4.38,/beer/profile/37051/566375/,7.3,93.0,4183,5.25,North Dakota,Active,"Feb 19, 2022",2021-09-01,1,0,USA,North Dakota,Sour,Fruited Kettle Sour,"We set the flavor guns to tropical and blasted this new Braaains with Pineapple, Guava, & Passionfruit and then gave it our super secret smoothie treatment of sea salt, lactose, and vanilla beans for a flavor that’ll whoosh you away on a little mental vacation to a nice, warm, white sandy beach! We aren’t responsible for whatever it is that jars this image from your head, though. You’ve been warned."
Never Again³,66,The Veil Brewing Co.,Sour - Fruited Kettle Sour,11,4.39,/beer/profile/41018/381174/,5.3,92.0,4372,6.15,Virginia,Active,"Jul 19, 2020",2018-11-14,1,1,USA,Virginia,Sour,Fruited Kettle Sour,Never Again³ is our triple fruited raspberry Gose.
First Fruits,67,Oxbow Brewing Company,Sour - Fruited Kettle Sour,42,4.29,/beer/profile/26439/175120/,7.0,94.0,2683,6.76,Maine,Active,"May 02, 2022",2015-06-02,4,1,USA,Maine,Sour,Fruited Kettle Sour,"Blended Farmhouse aged 6-12 months in barrels with Cherries, Raspberries and Oxbow grown Strawberries."
Peach Melba Sour A La Mode,68,Untitled Art,Sour - Fruited Kettle Sour,22,4.32,/beer/profile/47802/544560/,6.5,93.0,3333,6.02,Wisconsin,Active,"May 23, 2022",2021-04-16,1,1,USA,Wisconsin,Sour,Fruited Kettle Sour,"Berliner style Weiss ale brewed with Peach, Raspberry, Red Currants and Cinnamon."
Kromer Juice: Mango,69,The Answer Brewpub,Sour - Fruited Kettle Sour,31,4.3,/beer/profile/37910/243273/,3.5,93.0,2972,7.91,Virginia,Active,"Feb 05, 2021",2016-08-04,1,1,USA,Virginia,Sour,Fruited Kettle Sour,Mike Kromer magic lemonade with mangoes and lots and lots of Passionfruit
Coastal Sunshine V3,70,Humble Forager Brewery,Sour - Fruited Kettle Sour,18,4.33,/beer/profile/58881/492850/,6.0,93.0,3667,7.39,Wisconsin,Active,"May 30, 2022",2020-07-01,1,0,USA,Wisconsin,Sour,Fruited Kettle Sour,"Tangerine, Passion Fruit, Mango, Soursop.  This variety of Costal Sunshine is soured with Forager Brewery's Lactobacillus blend before conditioning atop tangerine, passion fruit, mango and soursop. Enjoy this this fruited smoothie sour while walking your favorite river in hopes of reeling in your next big catch. (Vegan)"
Siren,71,Mortalis Brewing Co.,Sour - Fruited Kettle Sour,11,4.38,/beer/profile/52338/378927/,7.0,92.0,4528,7.76,New York,Active,"Mar 14, 2022",2018-11-02,2,1,USA,New York,Sour,Fruited Kettle Sour,Sour ale brewed with blackberries and raspberries.
J.R.E.A.M. - Coquito,72,Burley Oak Brewing Co.,Sour - Fruited Kettle Sour,14,4.35,/beer/profile/26749/377347/,4.8,93.0,4130,5.06,Maryland,Active,"May 11, 2022",2018-10-23,1,1,USA,Maryland,Sour,Fruited Kettle Sour,"Sour ale with lactose conditioned on coconut, vanilla, cinnamon, and nutmeg. Originally a 2018 sour fest exclusive."
Never Aloha³,73,The Veil Brewing Co.,Sour - Fruited Kettle Sour,22,4.31,/beer/profile/41018/338855/,5.3,93.0,3514,6.73,Virginia,Active,"Jun 27, 2020",2018-04-15,1,0,USA,Virginia,Sour,Fruited Kettle Sour,Triple Hawaiian Punch Gose.
Triple Berry Shake,74,Great Notion Brewing,Sour - Fruited Kettle Sour,26,4.3,/beer/profile/41869/513319/,10.0,93.0,3322,7.67,Oregon,Active,"Jan 09, 2022",2020-10-17,1,1,USA,Oregon,Sour,Fruited Kettle Sour,"Triple Berry Shake is deceptively smooth tart ale brewed with a heavenly trio of black currant, boysenberry, and Marionberry all rounded out with a dash of vanilla."
Slang Du Jour - Raspberry Cheesecake,75,Drekker Brewing Company,Sour - Fruited Kettle Sour,12,4.36,/beer/profile/37051/532814/,7.5,92.0,4536,8.49,North Dakota,Active,"Apr 19, 2022",2021-02-02,1,1,USA,North Dakota,Sour,Fruited Kettle Sour,"When we say cheesecake, we mean cheesecake! This Sour a la Mode gets its ridiculously delicious cheesecake flavor from our mad scientist process and by being absoluteluy stuffed with with the finest real ingredients - raspberry, granola crust, lactose, vanilla, and real cream cheese! It's decadent, creamy, and preposterously thick!"
Banana Straws,76,Pulpit Rock Brewing Company,Sour - Fruited Kettle Sour,18,4.32,/beer/profile/42001/382539/,7.0,93.0,3877,7.64,Iowa,Active,"Oct 01, 2021",2018-11-21,0,0,USA,Iowa,Sour,Fruited Kettle Sour,A luscious kettle sour with lactose infused with a whole lot of bananas and strawberries.
"Daily Serving - Black Currant, Blackberry & Boysenberry",77,Trillium Brewing Company,Sour - Fruited Kettle Sour,37,4.28,/beer/profile/30654/461977/,4.5,93.0,3027,9.11,Massachusetts,Active,"Mar 24, 2022",2020-01-25,0,3,USA,Massachusetts,Sour,Fruited Kettle Sour,"Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that a base recipe similar to the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.  The third addition to the Daily Serving family was brewed with a trio of dark berries. Pouring a deep pink with a heavy, soft haze, an abundance of late summer farmstead berry aromas swirl from the glass. Fresh blackberry, black currant, and boysenberry jam notes intermingle on the palate. Gently sweet and incredibly full-bodied with a balancing tart character, Daily Serving: Black Currant, Blackberry, and Boysenberry finishes soft and refreshing.  MALT: American 2-row Barley, Flaked Wheat, White Wheat, Acidulated Malt  HOPS: CTZ  ADDITIONAL INGREDIENTS: Black Currants, Blackberry, Boysenberry"
Blender - Kiliki,78,New Park Brewing,Sour - Fruited Kettle Sour,14,4.34,/beer/profile/47872/410221/,5.0,92.0,4317,6.91,Connecticut,Active,"Dec 29, 2020",2019-04-14,0,0,USA,Connecticut,Sour,Fruited Kettle Sour,None
Cherry Fandango,79,Toppling Goliath Brewing Company,Sour - Fruited Kettle Sour,77,4.26,/beer/profile/23222/398828/,5.0,94.0,2578,8.69,Iowa,Active,"May 30, 2022",2019-02-17,1,2,USA,Iowa,Sour,Fruited Kettle Sour,"Pouring a seductively red hue, with aromas reminiscent of cinnamon crusted cherry pie; this kettle sour treat is both tart and sweet. No pits about it, just the cherry on top, bottom and middle."
Fauna,80,Hudson Valley Brewery,Sour - Fruited Kettle Sour,23,4.3,/beer/profile/44599/354676/,6.0,93.0,3596,4.65,New York,Active,"Jan 24, 2022",2018-06-27,1,3,USA,New York,Sour,Fruited Kettle Sour,"Sour IPA with raw wheat, malted oat, milk sugar, kiwifruit, lime purée & hibiscus — hopped with Galaxy & Mosaic."
